adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/mrmaTVp7PTBkjj5G62cE9pjrENg.jpg,"[27, 18]",1359977,en,Conjuring the Cult,"After discovering his blood-soaked daughter dead in the bathtub, David Bryson attends a self-help group to help save him from his ghostly nightmares. But when a group of mysterious cult-like women offer to help him resurrect his daughter. David's choices will not just decide his fate... but the fate of his dead daughter's SOUL.",5.568,/t4MiAeYpjL7saYvqvcn9xtOfA4K.jpg,2024-10-01,Conjuring the Cult,False,3.3,7
False,/7ISE14dXu4XwI43gPYzw2upWap4.jpg,"[10749, 10402, 35]",879972,en,Glitter & Doom,"Serious musician Doom and free-spirited circus kid Glitter start a budding summer relationship filled with camping trips, late-night conversations, and plenty of song and dance. Their relationship is put to the test as they deal with trying to make it in the music biz, their mothers, and finding what feeds each of their souls and dreams.",5.558,/ptZ8YiYZdCFESDfrcFnA7hk5MPl.jpg,2024-03-08,Glitter & Doom,False,3.2,4
False,/ixbvPVmeO9iOBskweaDZrsgPW3P.jpg,"[18, 10749]",1214871,ru,Онегин,"Evgeniy Onegin lives in grand style: balls, receptions, theater premieres and other frivolities the capital can offer a young man. But social life has long tired him, so he perceives the news of the illness of his uncle living in the village as an opportunity to escape. However, having reached the estate, Onegin learns about the death of a relative, which, however, does not upset Evgeniy too much. His financial affairs are very sad, and his uncle is rich and has no other heirs. Onegin locks himself in the estate, living in aimless solitude until the owner, who has returned from abroad, appears at the neighboring estate – a young, enthusiastic Vladimir Lenskiy, not yet satiated with life, who introduces Evgeniy to sisters Tatyana and Olga Larin.",5.548,/ij4JmYxUhFAUYWWW3jcCCZvgQt7.jpg,2024-03-07,Onegin,False,8.1,8
False,/iWwY7FHcQjBM6BYIH9Qst8rmolC.jpg,"[35, 18]",1189286,fr,La Gardav,"Mathieu, a young ambitious actor, struggles to put together his showreel. His friend Ousmane offers him a role in his rap music video, but the shoot doesn't go as planned.",5.538,/lWvqyBsRakb23LRr8Ky2EBnYuqm.jpg,2024-06-05,La Gardav,False,6.2,7
False,/y4eA7NRzNkQssbhdRH0WxTFQ9y5.jpg,"[18, 53]",1069910,hi,Despatch,"Determined to break the next big story and refashion his complicated personal life, Joy embarks on a relentless odyssey through the heart and gut of Mumbai.",5.538,/chn341XKezmUfGO2hdin5grCZU5.jpg,2024-10-19,Despatch,False,3.0,1
False,/91EuX5Vav5rfeyHPSEIr7YXM892.jpg,"[18, 53]",1071487,et,Emalõvi,"Helena is a 48-year-old paramedic – a strong and efficient woman who has no difficulty handling the practical details of everyday life. Due to her work Helena is well aware of what goes on behind closed doors and in the dark shadows of the night. But the fact that she herself has emotionally abandoned her daughter Stefi a long time ago, remains invisible to her. Deeds that haven’t been done and words that haven’t been spoken lead Helena’s life towards that very darkness on a fast track.",5.524,/pgUIUuBLaGnE5tpwT8Cou0Dli4G.jpg,2024-09-20,Lioness,False,0.0,0
False,/it2Hv0298emtwOvptVuP2881zYe.jpg,"[35, 18]",1102938,fr,Le Roman de Jim,"Aymeric runs into Florence, a former coworker, one evening in Saint-Claude in the Haut-Jura. She is six months pregnant and single. When she gives birth to Jim, Aymeric is there. They spend happy years together until Christophe, Jim's biological father, shows up... It could be the start of a melodrama, it's also the start of an odyssey into fatherhood.",5.523,/iWTuodrQp4brV6rwyg3eQoLFNeI.jpg,2024-08-14,Jim's Story,False,6.9,75
False,/q83mNWiObM6vv2ElqtUZxpVEgHS.jpg,[99],1336414,en,The Program,"Explores the unprecedented bipartisan congressional effort to uncover what intelligence agencies really know about UFOs, now referred to as UAP.",5.52,/vy3Ik9poSWPq6hKhNZbmu2pmdYH.jpg,2024-12-16,The Program,False,6.9,4
False,/4Q3CG0clzmwZWnfdRZFuxs0oj9Q.jpg,[99],1139072,en,Made in England: The Films of Powell and Pressburger,Martin Scorsese presents this very personal and insightful new feature-length documentary about British filmmakers Michael Powell and Emeric Pressburger.,5.517,/36oj0KFSY4j0GdQ1EicVPcN0ppb.jpg,2024-05-10,Made in England: The Films of Powell and Pressburger,False,7.6,18
False,/qxG6WKJ7je4fK5g4IlgStezijwc.jpg,"[99, 10751]",1259918,en,Tiger,Journey alongside a young tigress raising her cubs in the fabled forests of India.,5.516,/pHWcpdSFDKFnxZUF66MPfJRaA5a.jpg,2024-04-21,Tiger,False,8.1,10
False,/nKVgfig6PCKMIdVoxRCe6daqeyk.jpg,"[9648, 53]",1340332,ta,பிளாக்,"Vasanth and Aaranya, a couple move into a serene row house, eager for peace and privacy, but a violent storm leaves them trapped inside, unsettling supernatural disturbances threaten to unravel their marriage. Vasanth must uncover the truth behind these supernatural occurrences before everything falls apart.",5.508,/rIoIQ4JX8wNQWynnwhghtgkAu0G.jpg,2024-10-11,Black,False,6.9,7
False,,"[18, 27]",1214657,en,Shadow,"A young mother's shadow takes on a life of its own, terrorizing her and her daughter over the course of one night.",5.503,/ubh0UzWrAg82YKWOeugOnnGSaA0.jpg,2024-01-19,Shadow,False,2.0,1
False,/yjK3ardrgdS8suZG8KMU82Q7U38.jpg,[10749],1285366,ja,愛のぬくもり,"A romance about a man and a woman who, due to an unexpected event, end up switching bodies. Despite coming from completely different backgrounds and environments, the two try to overcome the various difficulties that arise from their body swap.",5.498,/oeCzME5oxy9nauVtnHD8Eg9fJhq.jpg,2024-07-06,Shape of My Heart,False,7.0,1
False,/tM1EkmRn5dA8RF9jW9ZJxyIMizh.jpg,"[16, 10751]",1077120,en,Johnny Puff: Secret Mission,Johnny Puff and his friends go on a secret mission to save Taigasville from the evil plans of the villainous engineer Otto von Walrus.,5.498,/mH1CEizCzcjl0f0S7bSf9CLLMgo.jpg,2024-01-12,Johnny Puff: Secret Mission,False,5.6,7
False,/myxKM7oDTbTgc6udczq3G9InR7S.jpg,"[10770, 35, 10749]",1221677,en,Love & Jane,"Lilly, a hopeless romantic and literary enthusiast, is surprised when her wish to talk to her favorite author comes true and Jane Austen herself appears in her life.",5.497,/vKF3To8cmb7lPQw7iySTGsG8Z2A.jpg,2024-02-10,Love & Jane,False,7.8,5
False,/e6UhUPIg2ujRrfXpvgupwLpCMlg.jpg,"[878, 28]",1324947,zh,金刚归来,"After being lost in the forest as a child, Gu Yao is rescued by a kind-hearted giant gorilla and grows up isolated from human society. Fifteen years later, he encounters Ma Ke and her family during an expedition. As outside forces become aware of Gu Yao and the gorilla, tensions rise, leading to a dramatic series of events that explore the relationship between humans and nature.",5.494,/ypnufXKWHwDEU6wTpl6oE8mqJ0F.jpg,2024-08-04,King Kong is Coming Back,False,1.0,2
False,/sDpEMvB30EbaR3YxTH39aXHwDAG.jpg,"[35, 10402]",1209304,es,Por tus muertos,"METRALLA was a rock group from the late 1980s that achieved great success with its first and only LP titled “Por Tus Muertos”, but which mysteriously dissolved just before giving its first concert. Thirty years later, Miguel, one of the members of the band, still dreams of being a rock star, even though no one goes to his concerts and his music store is about to be seized by the bank. Ordúñez, a famous rock radio communicator, offers him to give a concert at the Palace of Madrid on the condition that he reunites the original members of the band.",5.488,/j61AYdBcEk6WZZzxmhfoNZccn4j.jpg,2024-03-08,Por tus muertos,False,5.1,16
False,/grcj8UjBst2EwNGD0WSB2OfbD0B.jpg,"[18, 36]",1193421,it,Berlinguer - La grande ambizione,"Secretary of the most influential Communist Party in the Western world, Enrico Berlinguer challenged the international balance by seeking to bring the Communists to government in Italy and achieve socialism in a democratic country. From 1973, when he escaped an attack by the Bulgarian secret services, to the assassination of his main ally Aldo Moro in 1978, not forgetting his trips to Moscow and the covers of Time: the story of a man who wanted to change the world, but failed.",5.481,/uOhMAIkmjUoPYl5NjmXxraVCsbC.jpg,2024-10-31,The Great Ambition,False,7.432,81
False,,"[18, 14]",1139954,pl,Koński ogon,"The ponytail is a dumpster version of the Oedipus myth. Diana, a prostitute from Vienna, returns to the city. She has a trace, memory gaps, and milk started flowing from her breasts. Twenty-year-old orphan-outcast May suspects that she may be its author. Diana's return coincides with one made in the neighboring forest. May is arrested for being violent on police officer Max's wife.",5.48,/xGb9nVncZl2lpO02HlcmoIKsoRO.jpg,2024-11-08,The Horse Tail,False,0.0,0
False,/lu8j7VvGm8TGWAlFRyKDgJq8dvf.jpg,"[35, 10749]",1224447,it,Maschile plurale,"Three years have passed, Antonio and Luca are seeing each other for the first time since Denis's death. Luca, who has hit rock bottom after the death of his friend, was lucky enough to meet Tancredi, his current boyfriend, ...while Antonio has focused on his work, so much so that he is now a well-known chef in a pastry shop. It is clear that there is still a special relationship between the two, but Antonio mistakes Luca's affection for something more and does everything he can to ruin his relationship with Tancredi, even though Cristina does not approve of his behavior. Will Antonio learn to leave the past behind in order to fully experience what the future has to offer him?",5.479,/yfgYIxFaAjCmV3Dj7vAA91kk2YM.jpg,2024-09-20,Mascarpone: The Rainbow Cake,False,5.5,6
False,,[],1295638,en,Kasalo Tayo,"Cast: Umi Garcia, Cariz Manzano, Gil Guerrero Jr., Jax Ville, Joshie Ocfemia",5.478,/4yDyQeN7NNfXHABQdAAZ98OqNAE.jpg,2024-05-20,Kasalo Tayo,False,0.0,0
False,/6jXIe1AFMNwC3bH1rT0XoPMuRkE.jpg,"[10749, 35, 10770]",1369064,en,A Christmas in New Hope,"To save her bungalow from foreclosure before Christmas, Victoria, an Instagram influencer and single mother of a child living with Down syndrome enters a home-improvement competition in New Hope, Texas. Complications arise when her ex returns home after touring Europe with his new album. Meanwhile, Victoria has fallen in love with her next-door neighbor, Gavin, a Texas musician who has bonded with her daughter Charlie while helping Victoria fix up her home, as well as her heart.",5.475,/qbjiwtgUVt9Vyz5VZT385vRn1dq.jpg,2024-12-21,A Christmas in New Hope,False,8.0,1
False,/9kkiPaSZ7kDzw2MhHcrOao6odPz.jpg,"[12, 878]",1214077,ru,Пираты галактики Барракуда,"A space pirate from the distant Barracuda galaxy, possessing amazing superpowers, comes to Earth. To escape the punishment of harsh cosmic law, the alien takes on the guise of a quiet schoolboy, Mitya, and begins searching for a repeater left on Earth in time immemorial to send a distress signal to his team. He accidentally saves the girl Kristina, who is being bullied by her classmates, and finds himself in the same company with the young hooligan and bully Kolya. Now their common task is not only to escape from their alien snake-people pursuers, but also to defuse a bomb that could destroy the entire solar system. But in order to save the Earth, you first have to understand that only friendship and self-sacrifice can resolve problems on a galactic scale.",5.474,/sYOKMK0fjKSw9zfzyxqSdAkP2sc.jpg,2024-08-22,Pirates of the Barracuda Galaxy,False,6.0,5
False,,[10749],1275519,ko,한달에 한번 진짜 마법에 걸리는 여자,"A female internet novel author falls under a spell once a month that transforms her into a man! Her boyfriend has tried everything, but it's no use, and the only way is to ejaculate! She becomes more and more exhausted due to her rapid hormonal changes, and her boyfriend, who had been helping her, also begins to get tired of her. At the end, she decides to try her last resort.",5.473,/TLX4S3Jy2IK1XVCPUEbJF7fZ4U.jpg,2024-04-12,Woman Who Falls Under a Real Spell Once a Month,False,0.0,0
False,/Au8a9BnBnVlVIi5B1rwkJlw8ZxD.jpg,[99],1250096,it,Food for Profit,"The film exposes the links between Agrifood and politics. With a pool of international experts it analyses the many problems related to factory farming: water pollution, migrants exploitation, biodiversity loss and antibiotic resistance.",5.473,/46ezC4wp3QPSL7zVzPpUWWWt2GF.jpg,2024-02-26,Food for Profit,False,8.0,23
False,/lAbBvE3c7EeynhYVqA4xDOFWfzU.jpg,"[878, 9648, 18, 53]",1144047,en,Aftermath,"After waking up in the middle of a forest with no memories, a young woman is targeted by mysterious strangers with a motive as unclear as her way back home.",5.466,/3jVwnnSD4YxkGZM1F6RdLAu8Ayy.jpg,2024-01-29,Aftermath,False,4.9,9
False,/4ahbeYpPu7fWVudsoEITZsNq7J2.jpg,"[10749, 35]",1382166,en,The Holiday Club,"Sam hates the holidays. Bailey loves the holidays. On a lonely Valentine’s Day the two meet-cute, quickly bond, and become friends. With every passing holiday Sam and Bailey spend together, they fall further in love with each other.",5.456,/AbhR7Dd8qlBYvKHZDwUqu6fw4T3.jpg,2024-11-19,The Holiday Club,False,6.5,7
False,/xtdfF8BICp0CZSvA3lnqqYx7eSq.jpg,"[35, 18]",1241592,hi,खेल खेल में,"What if for one night your mobile phone was a public property? 7 friends at a wedding after-party decide to play a seemingly harmless but as it turns out, a dangerous game which might have earth-shattering consequences with relationships, marriages and identities being at stake.",5.456,/32P0oQf41HXbENRGtu2h0rqBF2k.jpg,2024-08-15,Khel Khel Mein,False,5.6,14
False,/ra2T4rF5lbO58zKFF36f1zia93d.jpg,"[80, 53]",1222140,ml,ഗോളം,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.,5.441,/Aa30QzjokChiDOtuV27cfOSSVOA.jpg,2024-06-07,Golam,False,6.0,11
False,/1kTrYyKHzWOGplNFuwStiwFSYd2.jpg,[18],1274675,ja,蒲団,"Tokio Takenaka (48) is a scriptwriter who's lost his passion for his work, and whose relationship with his wife Madoka (37) has turned sour. He spends his days lost in a haze. One day, a girl named Yoshimi Yokoyama (21) barges into his office, saying that she's a huge fan of his work and aiming to be a scriptwriter herself. Overcome by her enthusiasm, he agrees to take her in. As they work together, he begins to sense her talent as a writer, and at the same time, comes to feel sexually attracted towards her. Soon he's writing scripts that he's proud of again, and begins to feel fulfilled in both his private and work lives. But it doesn't take long before he learns about her boyfriend and fellow scriptwriter Hideo Tanaka (20). He becomes madly jealous, but.",5.437,/5Sh6Q8GxWLGjk48MHTG9RwTQBQK.jpg,2024-04-14,Futon,False,0.0,0
False,/mM6afqyHSwJdhEkHxOnkqIE6JbX.jpg,"[36, 10752]",1241933,en,Bardejov,"The story of Holocaust survivor Emil A. Fish, who was nine years old when he and his family in Bardejov, Slovakia were sent to a concentration camp.",5.428,/qPPULYXqMpBD6Rd3kuWMLq2FM60.jpg,2024-03-11,Bardejov,False,5.3,3
False,/xUVwlnl1zXcL04z857q8o0kY14k.jpg,[99],1353263,en,The Bibi Files,"Using never-seen-before interrogation footage, this investigation of Benjamin Netanyahu and his inner circle provides an unflinching gaze into the private world behind the headlines. Petty vanity and a sense of entitlement lead to corruption and the Netanyahus' unwillingness to give up power. The extreme right senses opportunity in Bibi’s weakness, and the dominos fall.",5.423,/aZTt7g857dGU9YUIIMHd5yNSKnY.jpg,2024-12-13,The Bibi Files,False,6.3,13
False,,[],1286889,en,A,"In a close-knit community, imagine a teenager’s struggle with asexuality, where faith clashes with personal discovery.",5.657,/lv9a4uVBysAVqfKSZRYIdco2liL.jpg,2024-05-15,A,False,6.897,34
False,/4gwrR8kIHIkhOd79Su59uPOExyC.jpg,[53],1276035,en,Beacon,"After an ambitious solo trip leaves her shipwrecked on a remote island, a young sailor is rescued by its lone inhabitant: a lighthouse keeper. As the walls of reality begin to vanish and the trust between them unravels, survival becomes a test of grueling proportions.",7.566,/4AB3bHhsNBpnhMDThJP6RI0tery.jpg,2024-06-08,Beacon,False,6.3,7
False,/ky3mP0ehmZfH6YsboBJa9l0STyC.jpg,[99],1214537,en,Never Look Away,"CNN camerawoman Margaret Moth fearlessly captures footage of war zones. After receiving catastrophic injuries in the crosshairs of battle, she returns to work with more courage than ever. An intimate portrait of a trailblazing female photojournalist. Features interviews with Moth’s family and friends, including CNN’s Christiane Amanpour. A Sundance film festival premiere directed by Lucy Lawless.",3.241,/gJFYxbqM2PEuy0hUzJRpWPAWT1G.jpg,2024-11-08,Never Look Away,False,7.5,4
False,/qjZUL1ajr94Vax9KQJ3joD3C3qH.jpg,[28],1327530,en,The Lockdown,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom.",7.06,/78ZjjWtG2AxHMo9buTJbzXsbTJq.jpg,2024-08-16,The Lockdown,False,5.8,21
False,/aAEwcNhxUmeqZCpqAot3zk0KH3u.jpg,[53],1183002,en,The Image of You,"Identical twins Anna and Zoe find their bond tested over Anna's new love, Nick. While the trusting Anna is head over heels, her skeptical sister Zoe senses a web of deceit. But as Zoe digs for the truth, they're all pulled into a dangerous game where honesty could prove fatal.",4.244,/gboq2oB6QNBcW32V0A8uOajTwXU.jpg,2024-05-10,The Image of You,False,4.583,12
False,/uLitHKUHKpY54sh9WmpIJ3Ci479.jpg,[18],1274880,tl,Linya,"Gia is a struggling bartender who is also a kept woman of a politician. With a budding romance at work, Gia must fight the urge to see another man before it’s too late.",5.922,/vgKKcsNuqFtkJGpFpmgAO1DNsj.jpg,2024-06-07,Linya,False,6.0,1
False,/vomKoP25kJPKWjYWQBauUzZnD2X.jpg,"[53, 80]",1044555,ja,マッチング,"This film revolves around the perils of a dating app. A single woman is recommended an app, however the person she matches with is different to his photo. At the same time, a serial killer is stalking his latest victims also using the same app.",3.227,/lSaSjJiDSmv82jer3XtIbPaRN2w.jpg,2024-02-23,Matched,False,5.4,5
False,/21Ve0n6nxNcS4Q3G5ci3jBPSziA.jpg,"[18, 10751, 35]",1333192,id,Home Sweet Loan,"Kaluna, a middle-class worker living with her parents and married siblings, dreams of owning her own house. However, supporting her extended family on a minimal income leaves her feeling out of place at home.",6.868,/orf0k9sdNhXX8LdUnzPWu3COq2S.jpg,2024-09-26,Home Sweet Loan,False,8.2,5
False,/vS6DGdjk8YItGqbUMkrp630qo2M.jpg,"[35, 18]",1000888,fr,Les Pistolets en plastique,"During a trip to Denmark, a man is arrested and accused of murdering his wife and three children. Though maintaining his innocence, he remains jailed as police investigate.",6.708,/eRo9QL547UcbF2RKhk2hgRpiFTx.jpg,2024-06-26,Plastic Guns,False,6.4,27
False,/8ecNfgXi4OYmg65PskPUafavXve.jpg,[99],1279863,es,Antares de la Luz: La secta del fin del mundo,"Almost 10 years after being charged with a heinous crime, former members of a Chilean cult share their haunting experiences.",7.518,/st3VI4lNOTB4SPsqsk91TSYMEBi.jpg,2024-04-25,The Doomsday Cult of Antares de la Luz,False,6.7,24
False,/rId0b1TeTnPueMczIxBFsqz2U0F.jpg,"[35, 18]",1180622,ar,آل شنب,"Laila is distressed by her mother's control over her life. When a family member dies, she travels with her mother to Alexandria to attend the funeral, then many comical situations occur during the presence of the large extended family, which consists of four aunts, their children, and their grandchildren.",3.212,/94JAlrQ3hoqcQdgUlVhAbNQGPOm.jpg,2024-10-30,The Shanabs,False,3.0,1
False,/yjA8aw25U7XBmXlT3FhsPS1882F.jpg,"[18, 53]",983524,da,Birthday Girl,"On a cruise ship bound for the Caribbean, 42 year old Nanna has invited her daughter Cille and her best friend on a cruise to celebrate Cille's 18th birthday. The expectations are high, and they have big plans set for the three days aboard the cruise. But on the first evening, the dream vacation descends a nightmare, and Nanna realizes that in order to get justice, she must take matters into her own hands.",3.208,/tkUtWGKI7O4efZ2yEqDjIj7tGpq.jpg,2024-04-04,Birthday Girl,False,5.577,13
False,/sxy0jfoJNeEo8R8QnEpRXL0eL1o.jpg,"[14, 18, 35]",1005026,ko,어게인 1997,"In his 40s, the stuntman Woo-seok wishes to go back to the prime of his life in 1997, before a facial scar ended his acting dreams. One day, he purchases five talismans from an unknown monk, hoping to change his life. However, during a film shoot, a car accident transports him back to his high school days in 1997. Now living as the high school student, he embarks on a project to revamp his past life, which was filled with a troublesome father, son, and husband.",4.519,/4cS5A8DLpLNp2TWFEXaacnLyyLc.jpg,2024-04-10,Once Again,False,4.8,5
False,/9HcRYxhDI3XtXivPryR8luDJER2.jpg,[18],983521,en,Poison,"Once married to each other, Lucas and Edith have been estranged for ten years, ever since Lucas left. At Edith’s request, they meet at the cemetery where their only child is buried. During a long wait, their conversation progresses, revisiting their shared past and raising new prospects for their future.",7.476,/tokCSxIEOtBMWjsDDHy9Y3wuxk6.jpg,2024-09-26,Poison,False,6.5,2
False,/gJDGWlJbFO4KqB47ng3d0skA6zq.jpg,[18],1135176,zh,家庭简史,"A middle-class family's fate becomes intertwined with their only son's enigmatic new friend in post one-child policy China, putting unspoken secrets, unmet expectations, and untended emotions under the microscope.",7.051,/mmwirHYVO1JZQCaWhl2UMepCChp.jpg,2024-10-15,Brief History of a Family,False,7.5,2
False,/5tsdin7ddHvYYXtrzicAzcWl5GJ.jpg,"[99, 10402]",1280476,fr,Il était une fois Michel Legrand,"Michel Legrand, jazz musician and composer extraordinaire, has left his mark on the history of cinema, including the films of Jacques Demy, especially The Umbrellas of Cherbourg, the 60th anniversary of which is being celebrated in Cannes. Using never-before-seen archives and personal accounts, the film looks back on a lifetime dedicated to music, and the career of a man who served it masterfully to the very end.",5.224,/5dLXFZDqbHZsZ9Yc7yt3KTOlgxs.jpg,2024-12-04,Once Upon a Time Michel Legrand,False,6.5,2
False,/Ahap9ldDXgC8XIQpabZrznXvRzv.jpg,"[27, 9648, 53]",1300157,ko,타로,"Characters discover a tarot card. They either choose to believe or ignore the tarot cards that supposedly predict the future, but no one knows how the story will end. Soon after, they experience extreme horrors, that are exactly the opposite of what the tarot cards foretold.",3.198,/tSmiZsEa8Yx3BeWPZiu7QArG6AW.jpg,2024-06-14,Tarot,False,6.0,2
False,/skqHamZavlq4VCR1T0DioXYTKCw.jpg,"[18, 53, 80]",1183761,en,Fino alla fine,"The plot of the film unfolds over 24 hours during which everything happens, including a robbery. A Californian tourist, Sophie, played by Elena Kampouris, meets three young people on the beach who promise to introduce her to the Sicilian capital, but actually have a debt to pay and involve the girl. The three young men are played by Lorenzo Richelmy, Enrico Inserra and Saul Nanni.",4.033,/1L19TuWkJVuR8LfjSNDwqgCpGKB.jpg,2024-10-31,Here Now,False,5.9,17
False,/rnsEwhRCJpWtEM1m5akd29Z9pvf.jpg,"[35, 28]",1117027,en,Cassino in Ischia,A former film star travels to Italy to work with a struggling director in order to revitalize his career.,5.326,/3HNFnLe9DcDt3ZcytxOXzeToEvQ.jpg,2024-09-30,Cassino in Ischia,False,5.4,7
False,/mHPBztjjwP09QlLT12rkiDlOJ87.jpg,"[28, 18, 53]",1232314,id,Bonnie,"Bonnie, a high school teenager who has a dark past. However, with her martial arts knowledge, she was able to survive to protect herself and even her people. Without mercy, Bonnie will defend herself if a woman is bullied or oppressed. After the death of Bonnie's father, now her mother has once again fallen into the valley of disgrace.",5.357,/sAf9NnPMshs4UjNqJ551e3x5yRF.jpg,2024-02-29,Bonnie,False,0.0,0
False,/bhQ3n8bCVzk6wG5WjQp3QOgtVhj.jpg,"[12, 18, 10751]",1197619,en,Lost on a Mountain in Maine,"When twelve-year-old Donn Fendler gets tired of waiting for his father and brothers to join him on the summit of Maine's highest peak, he decides to find his own way back to camp. But Donn doesn't count on a fast-moving fog that obscures the path. He doesn't count on falling down an embankment that hides him from sight. And he doesn't count on taking a turn that leaves him alone to wander aimlessly for nearly two weeks in the empty mountain wilderness.",5.764,/elKEzHpbdoTMkK0IpUKcK6x1Ttl.jpg,2024-11-01,Lost on a Mountain in Maine,False,6.2,8
False,/7VaR9bGnX9PSgtiAPl6D5TchWeW.jpg,[18],1096846,fa,Reading Lolita in Tehran,"As Islamic morality squads stage arbitrary raids in Tehran and as fundamentalists seize hold of the universities, Azar Nafisi, an inspired teacher, secretly gathers six of her most committed female students to read forbidden western classics. Unaccustomed to being asked to speak their minds, they soon removed their veils, their stories intertwining with the novels they read: just like the heroines of Nabokov, F. Scott Fitzgerald, Henry James or Jane Austen, the women in Nafisi’s living room dare to dream, hope and love as we experience the complexity of the lives of individuals facing political, moral and personal siege.",4.551,/3c8Zd2GJHzF1U4VSPekQ71cx9vF.jpg,2024-11-21,Reading Lolita in Tehran,False,7.2,7
False,/yewIlMzj9vzGvlh0EDzjNsdNdRx.jpg,"[27, 9648, 53]",1293263,en,The Curse of the Necklace,"After separating due to his unpredictable alcohol infused temper, Frank try to win his wife Laura back by giving her a beautiful antique necklace he finds in an old 1938 evidence bag at the station. Unfortunately, the necklace is a conduit for the tormented soul of an evil boy from long ago, and Laura and her daughters find themselves in terrible danger from a little boy who no longer exists.",4.589,/tWrYpICZChiPwRnc8SkvxBFBE3y.jpg,2024-09-27,The Curse of the Necklace,False,6.1,21
False,/u6qbeaBYIkkPLTls5HPuIV1j572.jpg,[99],1391116,es,¡Qué suerte hemos tenido!,,6.142,/6xvTv0D7guVQ7m54tP4mk3zliQ0.jpg,2024-11-19,¡Qué suerte hemos tenido!,False,8.5,2
False,/tjinNF7YNzXMUjCXu5tG4XNHstW.jpg,"[35, 27]",1250852,te,గీతాంజలి మళ్లీ వచ్చింది,A group of boisterous artists come to film a horror movie in a seemingly haunted bungalow but their plans are soon derailed by intercepting ghosts and spirits inhabiting the premises.,4.143,/ao653FJuW8eHo514T7vfM1hQHA1.jpg,2024-04-11,Geethanjali Malli Vachindi,False,10.0,1
False,/z0fceFOpjNnQD1DIpI8Cncqt36e.jpg,"[28, 878, 53, 18]",1022054,en,All the Lost Ones,"A near-future civil war is sparked by government-imposed measures due to climate change. Nia, her sister Penny, and her boyfriend Ethan are hiding out when a militia leader and his followers arrive on their doorstep.",3.788,/fxaWzzG39pnrq4Z0qNu7XQtYRsy.jpg,2024-09-19,All the Lost Ones,False,5.0,3
False,/ukyggCE8Iq1VfWWaHHjbz6prezB.jpg,"[18, 10752]",1297002,sk,Ema a smrtihlav,"Ema & Death’s-Head deals with the precarious border between humanism and the protection of one’s own life in situations when one excludes the other. Marika Sándorfi is hiding a Jewish boy during the dramatic era of the First Slovak State on the Slovak-Hungarian border. Šimon Holan, the boy in hiding, has a special ability to survive thanks to dreaming and a child’s fantasy.",5.207,/9sKz431cn7NYksyJZfikH4dhxW4.jpg,2024-09-26,The Hungarian Dressmaker,False,0.0,0
False,/1K1lRlvalNFiiyDdQe4Ux8HwhkW.jpg,[35],1026292,en,The Disruptors,"Will, a ride-share driver, and Glenn, a shut-in hacker, are best friends who scheme to rip off Will's customers. When it all falls apart, they try to turn their luck around by scamming famed venture capitalist billionaire Bruce Marcus.",5.414,/dHjj4vyFbm9LGBefSK6cqTsdJT9.jpg,2024-02-23,The Disruptors,False,6.2,2
False,/idskRRv1fRSsJaxs1sftaMJxakZ.jpg,[18],1190698,fr,"Vivre, mourir, renaître","Emma loves Sammy, who loves Cyril, who loves her back. What could have been a love story at the end of the last century is blown apart by the arrival of AIDS. Expecting the worst, each character's destiny takes an unexpected turn.",4.964,/i7y7YfbpxavSePdSvsn8sr77B4H.jpg,2024-09-25,"To Live, To Die, To Live Again",False,6.6,17
False,/7vIF5aHlGKmhWUHgb03v55fwRYD.jpg,"[18, 10749]",1282417,ar,الهوى سلطان,"Sara and Ali have been close friends since childhood, and together, they face many different situations and problems with their friends and families, but some changes suddenly occur in their relationship.",6.626,/vJ9598K1QL8nTYzWgKyw80e6snX.jpg,2024-11-06,The Hawa Sultan,False,6.0,3
False,/4HVKMHiS35bU9HKDcthG8ZGPVR5.jpg,"[18, 36, 53]",712022,fr,Captives,"Paris, 1894. Who is Fanni, who claims to be voluntarily locked up in a women-only mental institution? Searching for her mother among the multitude of so-called 'madwomen', Fanni discovers a community of modern heroines who defy her expectations, along with the unexpected friendship of fellow patients. The sumptuous and renowned 'Party of Fools' of the asylum is in preparation. Politicians, artists, and socialites will flock to it. It’s her last hope of escaping the closing trap.",4.848,/bZWMBgRaxShw3itnefZnS4s2I42.jpg,2024-01-24,Party of Fools,False,5.6,25
False,/qCjJu5QPKK5vKRWMsiH5kSk3Zc0.jpg,"[12, 28, 36]",1327843,zh,生死试炼,"The legend of the ""Five Poisons Trial"" in the martial world is a life-and-death game where only one person can survive to claim a reward of a thousand taels of gold. The mysterious wanderer Lin Yun teams up with Qiao Yu, Feng Yiyang, and others to face various challenges and adversaries, engaging in fierce battles along the way. The trial reveals the dark sides of human nature—greed, anger, obsession, arrogance, and suspicion. Amidst the chaos, Lin Yun and Qiao Yu devise a clever plan to confront the true forces at play, seeking justice and resolution.",4.535,/7Fsu6TmpagdSOXVsIFONLpY5sBQ.jpg,2024-08-16,The Death Game,False,7.2,4
