adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[27, 35]",1384336,en,Another Cabin in the Woods Movie,"In this tongue-in-cheek spoof, horror-savvy characters are trapped in yet another cabin in the woods, where they are forced to navigate murder and red herrings to uncover who will stop at nothing for their twisted happily ever after.",2.023,/e4PIk1gvncZ9ox6vbWiDzKs79Ew.jpg,2024-11-08,Another Cabin in the Woods Movie,False,2.0,2
False,/25nOvfL58giuSMedaLmwaoBTXD8.jpg,"[10749, 35]",1363879,en,Last ExMas,"Maggie and Julianne are ex-girlfriends who unexpectedly rekindle the spark during a hometown visit for the holidays. Are they meant to be? They'll have to navigate their feelings, the gossiping town, and ghosts of exes past to find out.",2.023,/ewoUfKevP5A7x4GyJ6nhw3BbjlQ.jpg,2024-10-14,Last ExMas,False,6.0,8
False,/c57jG4fq0xmaMEBiYGVUHXohh6M.jpg,"[12, 35, 99]",1363015,en,I Crossed Earth for Animation Trivia,"Follow along as “budding YouTuber” Jack Carlin makes the hilariously unnecessary trip to the UK (over 3,000 miles) for a single day in order to compete in an animation quiz.",2.023,/jxR1gSXiT7mw8YVwZLsUKBYhV8W.jpg,2024-10-28,I Crossed Earth for Animation Trivia,False,0.0,0
False,/aY01xWtglpLzax4Ad2d1M0TmcmV.jpg,[53],1319057,en,Twin Lies,"When a young barista takes her twin sister’s place for an escorting gig, all hell breaks loose when their mysterious client turns dangerous.",2.023,/8qUMy2oxbcS8nOwVPZih7XPnTHG.jpg,2024-07-20,Twin Lies,False,4.0,1
False,/vJJT4WxNaL8jSLPSNeEcqJ5EBUO.jpg,"[18, 80, 9648, 10770]",1300104,en,Danger in the Dorm,"After the murder of her childhood best friend and fellow classmate, Kathleen must catch a killer who's preying on young girls around campus.",2.023,/b0aEawu1LVgGIx9yMovKvFZkq7J.jpg,2024-06-16,Danger in the Dorm,False,7.3,3
False,,"[35, 18]",1154725,fr,Un monde merveilleux,"In a near future, Max and her daughter are selling stolen robots on the black market. When Max loses custody of her daughter following their latest scheme, she must rely on the last robot she took, T-O, who is ready to do anything to help.",2.023,/djaY5WW8iLSPMKfQwHhPa4OtCtV.jpg,2024-09-29,Robot T-O,False,5.5,4
False,/wgAcL4fPJZ77wdS2pWf9nhSIi9G.jpg,"[99, 10770]",1360938,fr,D'Emmanuelle à Emmanuelle,"« Emmanuelle » was released 50 years ago. Its main character, played by the young Sylvia Kristel, delve freely into her sexuality, without taboo. This bold movie became one of the great success of french cinema in the 70s, and Emmanuelle became the face of sexual liberation. Through the gaze of a woman, the character is back on the screen in 2024. This new Emmanuelle, written by Audrey Diwan, go in quest of a lost pleasure.",2.022,/mWah87MNsVBdNRgwffcHnHnGg7L.jpg,2024-09-24,D'Emmanuelle à Emmanuelle,False,8.0,1
False,/bOsEixgELVugC7qkbqcPmNm9ta6.jpg,[99],1300403,en,T. REX,"From the team behind the NSF-supported prehistoric hits Dinosaurs Alive, Titans of the Ice Age, and Dinosaurs of Antarctica comes the planet’s most famous dinosaur — the hit-maker, the headliner, the apex attraction — TYRANNOSAURUS REX.",2.021,/q7GF5Vov2fl7U8rfGLm7rk5aq2C.jpg,2024-06-21,T. REX,False,7.0,2
False,,[27],1078780,ms,Town Mall 2,Town Mall 2 is an adaptation of the famous horror novel 'Town Mall'. This film revolves around the mystical story of Ariani's life which eventually invites the revenge of the ethereal beings who continue to haunt her life.,2.021,/k6hfUWYSH3PLWZzmME9BWcZkNBB.jpg,2024-01-17,Town Mall 2,False,0.0,0
False,/oJT2HUcqMkkTK6tphwKHtMfDBZN.jpg,[18],1078082,ms,Padu,The story of the reliability of the Malaysian Women's Basketball team which has collected 13 gold medals from 20 SEA Games tournaments since 1977.,2.021,/z0kbkXqEt5LKJbafyNGIpfUkoS8.jpg,2024-06-06,Padu,False,0.0,0
False,,[99],1265746,ro,Opt ilustrate din lumea ideală,"A found-footage documentary assembled exclusively out of post-socialist Romanian advertisements, this brings together these documents of Romania’s long transition period, they are made to speak about life, love and death, about the body and human frailty, about nature and the supernatural, about recent history, and, of course, about socialism and capitalism.",2.017,/e7Uazyq7Em32jCw6BI069yST8Ki.jpg,2024-08-10,Eight Postcards from Utopia,False,8.0,1
False,/cnCWky25hK8uZdTlLIpVDKxMpuF.jpg,[53],1274439,en,Psycho Ex,"Psycho Ex is a gripping psychological thriller set entirely in a family's home. Megan and her loved ones are terrorized by her dangerous ex-boyfriend, Derek. With Megan's mother, Karen, desperately protecting her daughter and Jill aiding the defense, the film explores themes of obsession, fear, and the lengths one will go to safeguard their family.",2.016,/bjsZ9rFNCL28bWucQlnlVoZhVHo.jpg,2024-04-10,Psycho Ex,False,3.0,5
False,/4DUCENddzWPq5Shcbf3hDpHX58z.jpg,"[28, 53]",1031979,ta,வெப்பன்,"Agni, a dedicated environmentalist and YouTuber is searching for a superhuman crosses paths with a secret society headed by a supervillain GK.",2.016,/fdt3P8CO2OpawTlzvTtvsECJjK6.jpg,2024-06-07,Weapon,False,1.0,1
False,/lDRkdDJYxkFqVIs0Uw3LXhEJMj8.jpg,"[16, 10749, 18, 14]",1296175,en,A Date with a Work of Art,A troubled young man spends a night in town with an animated girl.,2.015,/rHPMcbSSnlz16tNVoTBgK2gIO90.jpg,2024-06-15,A Date with a Work of Art,False,8.0,1
False,/8qCO07RAU2qpTHHOJoASQ0EBLH7.jpg,[53],1063857,cn,贖夢,"Choi San-keung (Nick Cheung), a taxi driver who perpetually lacks sleep, thus endangering anyone who sets foot in his taxi. One passenger is psychiatrist Dr. Man (Terrance Lau), who survives the taxi ride and offers to help Choi. The offer is refused, but Choi later becomes Dr. Man’s involuntary patient after a particularly egregious night of driving. Dr. Man has his own personal issues: his motto is “I think a doctor should do more than prescribe meds,” which means a doctor should also investigate his patients secretly in defiance of common sense and hospital protocol. In a parallel to Choi San-keung, Dr. Man also has sleeping issues. He suffers from disturbing dreams of his deceased mother, which hints at a secret involving his father (Ben Yuen), and perhaps some repressed memories. Both Dr. Man and Choi San-keung are characters tortured by dark pasts, and acknowledging these memories is key to solving their problems in the present.",2.015,/AtErBPZrXn7Hau8eotPQI9ArCNS.jpg,2024-04-30,Peg O' My Heart,False,7.7,3
False,,"[80, 18]",1352843,nl,Olli,Olli (17) juggles a job at a local warehouse with a dark side hustle as a burglar. The timid teen transforms into a calculating thief as soon as he puts on his mask. But how long before his conscience intervenes?,2.014,/t3ny92kDkxncUU0WQUhIW7E6dbT.jpg,2024-09-22,Olli,False,0.0,0
False,/sCh0gLxy1q1tvF4pKQ2QH4XV7pd.jpg,"[53, 35]",1403361,en,It's Kinda Annoying How Easily You Could Die,"After finding himself trapped in a vestibule over Christmas break, a musician must use his wits to survive and find a way to escape.",2.013,/fWO0zcqpTmIXzBn2eMoDe07krIL.jpg,2024-12-13,It's Kinda Annoying How Easily You Could Die,False,10.0,1
False,/Asubgu6AKNKoHtgJBoYfaxezqA9.jpg,[],1303875,en,Chestnut vs. Kobayashi: Unfinished Beef,"16-time hot dog– eating champion Joey Chestnut faces off against rival and six-time hot dog–eating champion Takeru Kobayashi, settling a 15-year rivalry between the two competitive eaters: Will Chestnut maintain his title as the world's greatest, or will Kobayashi come in with a vengeance and regain his throne?",2.013,/jDPJhmytwYKMnq72AIunNsTE1LF.jpg,2024-09-02,Chestnut vs. Kobayashi: Unfinished Beef,False,3.5,2
False,,"[35, 10770]",1299364,it,Questi fantasmi,,2.012,/3u2XMsXwXds5t10ALAF66zp0gVb.jpg,2024-12-30,Questi fantasmi,False,7.0,10
False,/bme1Ih9j5BdASybtH95JGe8Hcoi.jpg,[18],1251246,en,King Frankie,"Following the death of his father, the past catches up with Dublin taxi driver, Frank Burke.",2.012,/77NIPJJraLYXOn1Am6TlhR2BcPf.jpg,2024-10-11,King Frankie,False,0.0,0
False,,"[28, 18]",1211233,te,Mangampeta,Plot details TBA.,2.011,/4Nf04yIGdMxA2eyvK08OY2Vahgp.jpg,2024-04-20,Mangampeta,False,0.0,0
False,,[18],1362618,zh,“小”人物,"Sanzhe, who was released from prison, broke into the lives of a family of three, and the fate of the four people was intertwined.",2.01,/8TDGE5Ec4oGeIIpBNWlMIUU0Ymf.jpg,2024-09-27,Betwixt and Between,False,0.0,0
False,/4BuftW1EnHR9RNvtgmnmb0Z5u7v.jpg,"[27, 878]",1218493,en,Ick,"Hank is a high school science teacher who still pines for his childhood sweetheart. While discovering he may have a teenage daughter, Hank must grapple with a terrifying alien anomaly invading their small town.",2.01,/qgwIp5FER7OmK9pBynm1S2QBo7z.jpg,2024-09-07,Ick,False,0.0,0
False,/z5YZOkZzXhBVHwLvdxZz36wQzLY.jpg,"[9648, 18]",1390046,zh,女侦探司马楠之箱尸谜案,"Sima Nan leaves behind a successful business career to pursue justice. Armed with exceptional investigative skills and a steadfast commitment to fairness, she takes on cases regardless of the victim's status, leading her team to uncover the truth and seek justice for the dead.",2.412,/lahHTayRzT9kQhW54phfmJyG6ot.jpg,2024-11-26,Once Upon a Time in China,False,6.5,2
False,/aJ10g0dr4m0YXBcKjQuyXRRBATE.jpg,"[18, 27, 53]",1320982,zh,Where the Mountain Women Sing,"In Northeastern China, a pair of filmmakers recording a shaman's succession become caught in a deadly ritual, as a terrifying nightmare unfolds.",1.889,/8aAswf32uPyzbQhIWhWyOg0z44Q.jpg,2024-07-24,Where the Mountain Women Sing,False,0.0,0
False,/lZSvAlr9K0eXpE77qb4bJ4kdeqE.jpg,[99],1248616,en,Sarah Everard: The Search for Justice,"An exploration of the Met’s investigation into Sarah’s murder, how this devastating crime unfolded and its impact. Told by those closely involved in the case from the outset, many of whom are speaking on camera for the first time, including the Senior Investigating Officer, the Prosecuting Barrister and Sarah’s local MP.",1.874,/44aqKrS9RwVR70hforbepI3QNh8.jpg,2024-03-05,Sarah Everard: The Search for Justice,False,7.0,1
False,/8zQ21zi6heMJUkV4y3iJ3Kaw46E.jpg,"[878, 18, 10770]",1218172,nl,Memory Dealers,"Guilty of having allowed greedy businessmen to take over her city and wipe its residents' memories clean, mayor Teo conspires with a motley bunch of outsiders to set things right. Armed with homemade hallucinogens, the gang sets out to free citizens from their painless, amnesiac existence.",2.587,/5e8jbGb6q6r5NCTYp0kzxsEikQ9.jpg,2024-01-25,Memory Dealers,False,0.0,0
False,,"[18, 35]",1210414,en,Three Sisters,"After failing to appease their narcissistic father, Goneril, Regan and Cordelia are set on a path to mutually assured destruction. No-one hurts you like the ones you love.",1.964,/5rnvx4wX2rVtVWQtb4IfcdZUnlA.jpg,2024-10-09,Three Sisters,False,0.0,0
False,/9Nh7CeAgbH4r1rh6yqve7j8Pwcc.jpg,"[28, 80, 18]",1327791,zh,热血天使,"To drive out local criminals, resilient leader Guan Xing relies on her strong sense of justice to overcome challenges and protect her community.",1.136,/OzRkkTqP34z5vJxyqvW01UVVjy.jpg,2024-08-10,Hot Blooded Angel,False,1.0,1
False,/fWSDJ6UmdgVMWXebFSjRcqr6FrK.jpg,[],1256443,ko,S24 Hours MOVIE SERIES,"To celebrate the launch of the Samsung Galaxy 24, a series of short film commercials has been produced. These films, directed by HAN Jun-hee and showcase the charming performance of actress Ko Minsi across four different genres.",2.631,,2024-07-07,S24 Hours MOVIE SERIES,False,0.0,0
False,,[35],1208142,en,Christmas with the Twins,"Jasmine learns she has a royal twin named Sofia. Both were lost at birth, but both want to experience one another's lives.",1.692,/k3aawVkwj3Bzfgf5npkiUBOldBJ.jpg,2024-12-06,Christmas with the Twins,False,1.0,1
False,/nv7vTH4HTcYCNGRgSCBezO1qqFE.jpg,[99],1103886,en,Hidden Master: The Legacy of George Platt Lynes,"An intimate look at pioneering artist George Platt Lynes, who took radically explicit photographs of the male nude. The documentary reveals Lynes’ gifted eye for the male form, his long-term friendships with Gertrude Stein and Alfred Kinsey, and his lasting influence as one of the first openly gay American artists.",2.616,/lwyFcDROKTpM6WNkcuzG3pXW0TJ.jpg,2024-05-31,Hidden Master: The Legacy of George Platt Lynes,False,0.0,0
False,/w31TZtzg7KZlwlY0KF4UydW0OCK.jpg,"[18, 27]",1270121,en,Humanzee,"In a quiet house in the suburbs, a lonely woman’s grizzly past comes back to haunt her when an old friend knocks at the door.",2.649,/4u7sTUnKGN3YrwOKmt5Sqrz3cAv.jpg,2024-12-06,Humanzee,False,0.0,0
False,/wDydLXTvMiAe2PSiNmdptf7WgbG.jpg,[],1257993,en,Three,"TIffany and Jayson live a simple life until Jayson asks for a sexy 30th B-Day gift. He wants a 3-some with Tiffany and her lesbian BFF, Ashley. What seems like a dream for Jayson, leads to jealousy, betrayal and a trail of broken hearts",2.094,/mOKZ6BBif5BVBqEUqZPGPtUZ2rv.jpg,2024-03-05,Three,False,0.0,0
False,/osKmQmG8XcLZ6spu51BaIkGsq0a.jpg,"[27, 35]",1144577,en,Scissors,"Courtney and her influencer friends are making a horror movie based on an urban legend.  Faced with an early start time the next day, the group decides to spend the night in a creepy, old house. But when someone puts on the costume and begins killing them one by one,  the remaining survivors must unravel the mystery of the killer’s identity and stop them before it is too late.",2.274,/5OktNOyJ5mdD4ZWgUE74FeGzTio.jpg,2024-10-25,Scissors,False,4.0,1
False,/turfYFRXCMouwS3ilBnBaIEPtYT.jpg,"[878, 27]",1143995,en,Creep Encounters,"When an unknown alien force threatens a high school, the teachers must team up, to fight back against the invaders, in an attempt to stop an otherworldly parasite from escaping, and taking over the world.",1.45,/lPKBqtlS2lCR0ZURJI4rmSCGpL0.jpg,2024-09-04,Creep Encounters,False,8.0,1
False,/wTnSL0kej6mqYRzeXy0oVZM2fE7.jpg,[18],1386112,ko,국도 7호선,,2.117,,2024-11-29,국도 7호선,False,0.0,0
False,,"[18, 53]",1376645,es,UNO,"Esmeralda (Marcela Mar), a woman determined to uncover the truth behind the tragedy that destroyed her family, embarks on a desperate quest that leads her to unearth the darkest secrets of La Alameda, a small mining community in Colombia. With the help of Joaquín (Juan Pablo Urrego), a farmer who knows the land and its dangers well, she follows the last traces of her late husband, a high executive at a multinational mining company. Together, they slowly peel back the layers of something much more sinister and discover an ambitious society fighting for gold and territory. Esmeralda becomes trapped in a dangerous game of betrayal and power, where every step she takes brings her closer to the truth... but also to death.",1.135,/gtBtutzqh6UZRm2Z7HFBRCPI92o.jpg,2024-11-21,UNO,False,0.0,0
False,/1TaZD8bEdcHQa2SQTefWXhTxLr3.jpg,[99],1220036,de,Pol Pot Dancing,"A star dancer at the Cambodian royal court lovingly raises her husband's little brother as her own son. Decades later, as a forced labourer under the Khmer Rouge, she discovers that her foster son is Pol Pot.",2.647,/G9nWIeL3LV95CphE6e02DZdreK.jpg,2024-12-05,Pol Pot Dancing,False,0.0,0
False,/3EDqkCyIIuALoyH7YtRJDh2j6SM.jpg,[99],1358901,hu,Mélypont érzés,"The film follows two recovering addicts, Boróka, a high school girl from a broken home, and Szilveszter, a young man struggling to come to terms with his sexuality, during their first year at the Megálló Recovery Centre in Budapest, Hungary. Megalló is run by former addicts looking to make a positive impact by using innovative methods such as rock climbing to overcome addiction.",1.967,/nJwak4j01keUKD8w7FtQq3xAMXM.jpg,2024-10-11,Beyond Rock Bottom,False,0.0,0
False,/k3y7dYRzluHjxqRYJoLD8M0NkP4.jpg,[99],1354865,en,Vindicating Trump,Character assassination. Political assassination. Legal assassination. An actual assassination attempt. They will try anything to stop Trump. We can’t let them!,2.646,/hfduHrlWnrskXvpoQ38KB6y9Kp8.jpg,2024-08-27,Vindicating Trump,False,5.5,4
